Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
247,340461476,1000,7729,171,3852,3706,10558,10200,249145,327800,163900,2568,43,0,0,1051,0,702,236,0,0,0,26194.6,0.0808521,43,43,0,3706,3852,35,136,1678,847,43,7351,288,18378,5356183,0,0,101,100
248,340461476,1000,7740,156,4084,3500,10525,10302,249104,321480,160740,2585,50,0,0,1016,0,730,275,0,0,0,26236.7,0.0799103,50,50,0,3500,4084,28,128,1647,888,50,8070,255,19764,4830022,0,0,90,89
249,340461476,1000,7742,154,4241,3347,10537,10222,248855,324720,162360,2609,45,0,0,1005,0,748,255,0,0,0,26486.7,0.0816121,45,45,0,3347,4241,24,130,1526,1038,45,8843,253,21252,4758656,0,0,85,90
250,340461476,1000,7719,170,4426,3123,10562,10113,249003,323560,161780,2576,42,0,0,992,0,770,245,0,0,0,26339.7,0.0815678,42,42,0,3123,4426,23,147,1498,1036,42,9667,274,22956,5258788,0,0,89,102
251,340461476,1000,7780,184,4583,3013,10503,10172,248815,318560,159280,2571,54,0,0,1026,0,735,230,0,0,0,26528.7,0.0814059,54,54,0,3013,4583,19,165,1456,1061,54,10448,299,24501,5580512,0,0,92,115
252,340461476,1000,7749,190,4699,2860,10576,10202,248827,313480,156740,2594,52,0,0,980,0,756,255,0,0,0,26517.6,0.0832768,52,52,0,2860,4699,12,178,1426,1116,52,11170,328,25777,5895488,0,0,100,119
253,340461476,1000,7760,189,4851,2720,10481,10257,248935,321280,160640,2570,48,0,0,992,0,737,244,0,0,0,26410.4,0.0845909,48,48,0,2720,4851,11,178,1346,1176,48,11996,333,27515,5928340,0,0,101,118
254,340461476,1000,7636,223,4908,2505,10416,10341,248832,314600,157300,2587,59,0,0,924,0,786,262,0,0,0,26514.3,0.0822038,59,59,0,2505,4908,9,214,1328,1200,59,12738,443,29049,7054692,0,0,117,154
255,340461476,1000,7738,243,5046,2449,10426,10266,248547,312760,156380,2525,58,0,0,1033,0,688,243,0,0,0,26800.1,0.0842793,58,58,0,2449,5046,7,236,1273,1194,58,13537,487,30596,7915202,0,0,136,170
256,340461476,1000,7703,269,5146,2288,10468,10319,248990,317080,158540,2645,72,0,0,951,0,719,267,0,0,0,26357.9,0.085689,72,72,0,2288,5146,6,263,1297,1276,72,14358,605,31798,9182998,0,0,149,203
257,340461476,1000,7678,284,5143,2251,10477,10230,248924,313800,156900,2594,83,0,0,1001,0,746,280,0,0,0,26424.7,0.0831269,83,83,0,2251,5143,4,280,1192,1319,83,15114,642,32565,10187490,0,0,159,211
258,340461476,1000,7662,310,5148,2204,10494,10138,248609,301280,150640,2518,85,0,0,992,0,738,270,0,0,0,26740.4,0.0842086,85,85,0,2204,5148,4,306,1169,1264,85,15748,771,33238,11714695,0,0,196,233
259,340461476,1000,7665,345,5173,2147,10486,10182,248685,321120,160560,2643,88,0,0,1032,0,737,292,0,0,0,26665.1,0.088756,88,88,0,2147,5173,6,339,1207,1348,88,16551,885,34591,12756591,0,0,232,259
260,340461476,1000,7674,370,5227,2077,10494,10146,249223,301240,150620,2594,98,0,0,997,0,710,278,0,0,0,26127.8,0.0830379,98,98,0,2077,5227,5,365,1176,1320,98,17349,1006,35730,13777497,0,0,258,291
261,340461476,1000,7599,390,5258,1951,10400,10251,248701,299760,149880,2537,111,0,0,944,0,748,271,0,0,0,26650.5,0.0867342,111,111,0,1951,5258,3,387,1163,1263,111,17881,1147,36164,15081786,0,0,292,322
262,340461476,1000,7563,400,5219,1944,10335,10290,248471,311280,155640,2563,104,0,0,978,0,751,263,0,0,0,26881.1,0.088906,104,104,0,1944,5219,3,397,1082,1377,104,18438,1218,36812,16205744,0,0,319,335
263,340461476,1000,7617,427,5207,1983,10372,10317,248632,301600,150800,2524,122,0,0,1036,0,738,244,0,0,0,26720.7,0.0863566,122,122,0,1983,5207,3,424,1076,1326,122,18978,1406,37537,17262952,0,0,362,356
264,340461476,1000,7609,451,5241,1917,10377,10284,249156,297160,148580,2564,136,0,0,984,0,735,257,0,0,0,26197.3,0.0885965,136,136,0,1917,5241,4,447,1139,1289,136,19784,1618,38527,18509500,0,0,405,378
265,340461476,1000,7654,472,5261,1921,10350,10276,248991,308520,154260,2561,130,0,0,1013,0,720,248,0,0,0,26362.9,0.0881589,130,130,0,1921,5261,4,468,1090,1341,130,20412,1758,39200,20404447,0,0,431,393
266,340461476,1000,7683,487,5298,1898,10383,10361,248888,299480,149740,2553,139,0,0,1026,0,738,259,0,0,0,26466.4,0.0854495,139,139,0,1898,5298,3,484,1103,1311,139,20928,1928,39891,21615224,0,0,454,421
267,340461476,1000,7647,507,5317,1823,10376,10256,248412,304240,152120,2601,152,0,0,955,0,714,277,0,0,0,26943,0.0883746,152,152,0,1823,5317,1,506,1125,1324,152,21422,2185,40377,23633866,0,0,476,473
268,340461476,1000,7643,520,5303,1820,10345,10333,248705,313560,156780,2565,154,0,0,999,0,709,294,0,0,0,26650.5,0.0885583,154,154,0,1820,5303,1,519,1056,1355,154,21640,2358,40651,24135271,0,0,507,476
269,340461476,1000,7633,541,5333,1759,10336,10295,248548,309040,154520,2601,151,0,0,974,0,718,266,0,0,0,26808,0.0849932,151,151,0,1759,5333,2,539,1072,1378,151,22128,2626,41342,25488765,0,0,531,493
270,340461476,1000,7727,570,5337,1820,10411,10109,248534,305600,152800,2557,154,0,0,1044,0,716,234,0,0,0,26822.4,0.0867459,154,154,0,1820,5337,1,569,1058,1345,154,22762,2857,42300,26966208,0,0,564,543
271,340461476,1000,7702,568,5316,1818,10359,10083,248864,304440,152220,2619,168,0,0,995,0,723,297,0,0,0,26492.9,0.0877698,168,168,0,1818,5316,0,568,1108,1343,168,22969,2954,42316,27667386,0,0,565,561
272,340461476,1000,7750,583,5292,1875,10344,9973,248981,312480,156240,2629,169,0,0,1043,0,714,281,0,0,0,26376.3,0.0870218,169,169,0,1875,5292,0,583,1060,1400,169,23079,3286,42409,29765601,0,0,584,575
273,340461476,1000,7742,587,5366,1789,10371,9985,248691,304760,152380,2603,159,0,0,936,0,701,243,0,0,0,26666.8,0.0844097,159,159,0,1789,5366,0,587,1106,1338,159,23238,3508,42609,30453107,0,0,621,588
274,340461476,1000,7749,605,5342,1802,10382,10090,248873,314520,157260,2574,179,0,0,958,0,708,243,0,0,0,26485.2,0.0875009,179,179,0,1802,5342,0,605,1042,1353,179,23405,3741,42865,31202540,0,0,645,630
275,340461476,1000,7663,592,5278,1793,10369,10216,248598,305240,152620,2533,162,0,0,942,0,762,266,0,0,0,26760.6,0.0842083,162,162,0,1793,5278,0,592,1022,1349,162,23267,3923,42658,32017109,0,0,658,664
276,340461476,1000,7669,608,5184,1877,10286,10315,248713,318360,159180,2592,178,0,0,1017,0,726,285,0,0,0,26646,0.0876707,178,178,0,1877,5184,0,608,1038,1376,178,23092,4179,41983,32584810,0,0,676,694
277,340461476,1000,7664,608,5135,1921,10281,10231,248681,309000,154500,2617,182,0,0,980,0,726,259,0,0,0,26678.3,0.0836976,182,182,0,1921,5135,1,607,1098,1337,182,22993,4351,41679,32744882,0,0,697,732
278,340461476,1000,7672,592,5108,1972,10329,10285,248716,305680,152840,2575,180,0,0,962,0,691,263,0,0,0,26643.7,0.0863377,180,180,0,1972,5108,2,590,1056,1339,180,22774,4280,41110,32078589,0,0,680,715
279,340461476,1000,7661,574,5015,2072,10414,10225,248720,306200,153100,2535,169,0,0,1041,0,771,281,0,0,0,26640,0.087162,169,169,0,2072,5015,1,573,1054,1312,169,21987,4355,40169,31949233,0,0,673,694
280,340461476,1000,7777,596,5038,2143,10464,10107,248731,317520,158760,2661,179,0,0,1041,0,675,250,0,0,0,26629.4,0.0870021,179,179,0,2143,5038,2,594,1180,1302,179,21975,4613,40432,33097224,0,0,712,718
281,340461476,1000,7774,607,4992,2175,10452,10179,248929,308440,154220,2584,165,0,0,991,0,734,260,0,0,0,26431.7,0.0838668,165,165,0,2175,4992,3,604,1130,1289,165,21449,5069,39808,35037260,0,0,754,756
282,340461476,1000,7765,621,4926,2218,10464,10250,248872,308400,154200,2579,189,0,0,990,0,734,265,0,0,0,26489,0.0856947,189,189,0,2218,4926,3,618,1113,1277,189,21112,5541,39445,37478052,0,0,785,789
283,340461476,1000,7713,614,4817,2282,10443,10200,248933,321680,160840,2648,195,0,0,1012,0,773,291,0,0,0,26428.3,0.0858917,195,195,0,2282,4817,3,611,1168,1285,195,20530,5540,38417,37416653,0,0,781,788
284,340461476,1000,7590,629,4726,2235,10390,10245,248777,312040,156020,2577,184,0,0,942,0,794,271,0,0,0,26584.6,0.0821571,184,184,0,2235,4726,3,626,1165,1228,184,20144,5801,37568,38921580,0,0,781,795
285,340461476,1000,7556,648,4623,2285,10366,10092,248887,304360,152180,2495,195,0,0,1022,0,773,283,0,0,0,26474.8,0.085196,195,195,0,2285,4623,2,646,1129,1171,195,19716,5809,36715,39801361,0,0,789,819
286,340461476,1000,7500,645,4545,2310,10447,10197,248760,309240,154620,2586,184,0,0,981,0,758,279,0,0,0,26602.1,0.0869853,184,184,0,2310,4545,2,643,1209,1193,184,19068,6090,35711,40396998,0,0,795,833
287,340461476,1000,7530,651,4490,2389,10439,10202,248714,302040,151020,2519,208,0,0,1009,0,721,258,0,0,0,26648.3,0.0860241,208,208,0,2389,4490,2,649,1186,1125,208,18585,6183,34911,40451672,0,0,817,860
288,340461476,1000,7547,625,4491,2431,10475,10235,249017,301360,150680,2545,206,0,0,995,0,735,243,0,0,0,26345.6,0.0882279,206,206,0,2431,4491,3,622,1179,1160,206,18264,5981,34265,38544837,0,0,780,822
289,340461476,1000,7562,645,4510,2407,10494,10170,248837,306200,153100,2543,166,0,0,971,0,700,256,0,0,0,26525.8,0.0874223,166,166,0,2407,4510,0,645,1249,1128,166,17932,6164,33467,39297318,0,0,788,833
290,340461476,1000,7561,618,4495,2448,10471,10188,248568,304280,152140,2455,188,0,0,1020,0,765,256,0,0,0,26795.1,0.0866291,188,188,0,2448,4495,3,615,1180,1087,188,17703,6059,33028,37672462,0,0,759,801
291,340461476,1000,7541,612,4490,2439,10455,10239,248692,314440,157220,2588,206,0,0,942,0,695,267,0,0,0,26671.3,0.0880605,206,206,0,2439,4490,4,608,1250,1132,206,17594,5984,32678,37750101,0,0,762,809
292,340461476,1000,7542,599,4518,2425,10435,10175,248788,315080,157540,2546,164,0,0,961,0,699,261,0,0,0,26575.5,0.0848215,164,164,0,2425,4518,5,594,1186,1196,164,17773,6044,32975,37658473,0,0,757,812
293,340461476,1000,7466,618,4504,2344,10503,10385,248382,307440,153720,2503,188,0,0,904,0,707,273,0,0,0,26981.7,0.0843452,188,188,0,2344,4504,6,612,1190,1125,188,17838,6158,32833,38007749,0,0,775,839
294,340461476,1000,7444,600,4506,2338,10565,10377,248893,307120,153560,2443,181,0,0,968,0,742,248,0,0,0,26470.9,0.0877625,181,181,0,2338,4506,8,592,1176,1086,181,17847,5890,32662,35975557,0,0,750,827
295,340461476,1000,7493,595,4562,2336,10601,10327,248963,315760,157880,2562,193,0,0,1007,0,680,278,0,0,0,26401.1,0.0861908,193,193,0,2336,4562,8,587,1203,1166,193,18186,5879,33052,36434070,0,0,751,829
296,340461476,1000,7485,608,4627,2250,10508,10384,249111,301600,150800,2506,166,0,0,1004,0,729,283,0,0,0,26253.3,0.0836113,166,166,0,2250,4627,8,600,1213,1127,166,18478,5948,33386,37487352,0,0,764,840
297,340461476,1000,7565,617,4747,2201,10450,10300,248909,302960,151480,2533,188,0,0,1034,0,706,248,0,0,0,26455.5,0.0870467,188,188,0,2201,4747,7,610,1211,1134,188,19156,5678,34181,36527989,0,0,756,831
298,340461476,1000,7540,615,4853,2072,10429,10371,248771,308800,154400,2586,199,0,0,981,0,744,262,0,0,0,26593.6,0.0873233,199,199,0,2072,4853,8,607,1212,1175,199,19736,5730,34988,36380594,0,0,763,832
299,340461476,1000,7576,614,4923,2039,10463,10376,248697,299040,149520,2524,164,0,0,1019,0,748,235,0,0,0,26667.8,0.0861192,164,164,0,2039,4923,8,606,1164,1196,164,20238,5596,35357,36224629,0,0,756,821
300,340461476,1000,7643,599,5054,1990,10431,10415,248745,306360,153180,2563,196,0,0,1036,0,720,249,0,0,0,26619.9,0.089178,196,196,0,1990,5054,5,594,1161,1206,196,21184,5490,36513,35008118,0,0,741,804
301,340461476,1000,7665,614,5122,1929,10355,10450,248705,305240,152620,2609,180,0,0,996,0,703,271,0,0,0,26660.1,0.086891,180,180,0,1929,5122,5,609,1159,1270,180,21996,5590,37490,35183312,0,0,743,818
302,340461476,1000,7731,611,5203,1917,10318,10347,248676,305040,152520,2569,172,0,0,1022,0,708,248,0,0,0,26689.3,0.0873414,172,172,0,1917,5203,6,605,1102,1295,172,22954,5650,38523,34960525,0,0,727,800
303,340461476,1000,7732,604,5270,1858,10351,10379,248768,313520,156760,2624,197,0,0,1012,0,726,285,0,0,0,26597.4,0.0874943,197,197,0,1858,5270,2,602,1100,1327,197,23893,5569,39714,33222974,0,0,715,782
304,340461476,1000,7723,593,5329,1801,10365,10269,249060,308680,154340,2597,190,0,0,1025,0,768,266,0,0,0,26305.5,0.0848348,190,190,0,1801,5329,1,592,1113,1294,190,24548,5553,40259,32958156,0,0,709,766
305,340461476,1000,7687,573,5419,1695,10378,10288,248923,306640,153320,2594,155,0,0,970,0,725,281,0,0,0,26442.7,0.0852194,155,155,0,1695,5419,0,573,1106,1333,155,25249,5181,40814,31252874,0,0,671,714
306,340461476,1000,7733,588,5460,1685,10395,10220,248804,309600,154800,2564,178,0,0,986,0,677,263,0,0,0,26561.8,0.0862335,178,178,0,1685,5460,0,588,1027,1359,178,26377,5144,42160,30463202,0,0,678,720
307,340461476,1000,7666,584,5423,1659,10415,10258,248853,309800,154900,2595,175,0,0,998,0,799,266,0,0,0,26512.9,0.0857939,175,175,0,1659,5423,0,584,1019,1401,175,27144,5178,42766,30210332,0,0,661,712
308,340461476,1000,7576,566,5388,1622,10439,10211,248920,308000,154000,2601,190,0,0,962,0,774,278,0,0,0,26446,0.0855807,190,190,0,1622,5388,0,566,1025,1386,190,27580,5140,43045,29513248,0,0,653,694
309,340461476,1000,7570,568,5376,1626,10491,10252,248521,298640,149320,2491,172,0,0,974,0,722,258,0,0,0,26845.2,0.0858637,172,172,0,1626,5376,0,568,981,1338,172,28285,5295,43466,30155341,0,0,665,707
310,340461476,1000,7522,564,5350,1608,10456,10284,248615,299640,149820,2536,171,0,0,990,0,764,274,0,0,0,26751.3,0.0898914,171,171,0,1608,5350,0,564,1008,1357,171,28751,5375,43746,30625196,0,0,661,706
311,340461476,1000,7563,557,5380,1626,10420,10303,248610,307800,153900,2596,169,0,0,985,0,664,280,0,0,0,26756.3,0.089278,169,169,0,1626,5380,0,557,1020,1407,169,29405,5431,44343,30741841,0,0,661,709
312,340461476,1000,7571,565,5372,1634,10384,10301,248839,298240,149120,2533,169,0,0,960,0,688,264,0,0,0,26527.4,0.0869277,169,169,0,1634,5372,0,565,1019,1345,169,29904,5624,44486,31778177,0,0,670,725
313,340461476,1000,7579,576,5324,1679,10460,10345,248536,297480,148740,2511,162,0,0,986,0,719,259,0,0,0,26830.5,0.0889466,162,162,0,1679,5324,0,576,966,1383,162,29993,5724,44445,31748842,0,0,686,733
314,340461476,1000,7619,577,5340,1702,10516,10355,249082,306840,153420,2571,161,0,0,1027,0,735,252,0,0,0,26284.6,0.0901927,161,161,0,1702,5340,0,577,1011,1399,161,30481,5790,44900,32494625,0,0,686,728
315,340461476,1000,7650,604,5415,1631,10559,10253,248791,303360,151680,2586,176,0,0,976,0,667,278,0,0,0,26575.7,0.0856623,176,176,0,1631,5415,0,604,1079,1331,176,30990,6064,45260,33752306,0,0,718,757
316,340461476,1000,7634,608,5391,1635,10532,10367,248718,298760,149380,2536,172,0,0,981,0,707,290,0,0,0,26648.8,0.0876046,172,172,0,1635,5391,0,608,1017,1347,172,31130,6268,45226,34666087,0,0,734,772
317,340461476,1000,7682,620,5334,1728,10572,10201,248683,306360,153180,2596,191,0,0,1058,0,738,272,0,0,0,26683.9,0.0891981,191,191,0,1728,5334,0,620,1022,1383,191,31219,6618,45069,35958220,0,0,764,814
318,340461476,1000,7630,629,5346,1655,10466,10266,248488,306720,153360,2618,191,0,0,974,0,728,298,0,0,0,26879,0.0870998,191,191,0,1655,5346,0,629,1071,1356,191,31464,6711,45258,35982795,0,0,777,809
319,340461476,1000,7593,645,5283,1665,10457,10304,248725,295880,147940,2514,172,0,0,975,0,759,253,0,0,0,26642.1,0.0876337,172,172,0,1665,5283,0,645,1002,1340,172,31241,7081,44825,37264325,0,0,821,862
320,340461476,1000,7638,666,5270,1702,10476,10214,248571,306080,153040,2579,196,0,0,1044,0,745,254,0,0,0,26796.2,0.0900436,196,196,0,1702,5270,1,665,1011,1372,196,31591,7572,45138,38971782,0,0,867,885
321,340461476,1000,7591,665,5309,1617,10400,10250,248741,305000,152500,2606,197,0,0,962,0,746,263,0,0,0,26626.2,0.0875463,197,197,0,1617,5309,1,664,1075,1334,197,31483,7846,45065,38653349,0,0,870,901
322,340461476,1000,7718,658,5343,1717,10403,10142,248318,297040,148520,2521,193,0,0,1054,0,689,238,0,0,0,27049.3,0.0872991,193,193,0,1717,5343,0,658,1017,1311,193,31780,7965,45651,38316410,0,0,879,892
323,340461476,1000,7738,674,5336,1728,10397,10165,249002,307080,153540,2636,221,0,0,1014,0,697,297,0,0,0,26365.3,0.0910628,221,221,0,1728,5336,0,674,1066,1349,221,31578,8536,45461,39912356,0,0,907,916
324,340461476,1000,7734,676,5350,1708,10313,10084,248513,315480,157740,2679,198,0,0,968,0,716,256,0,0,0,26854.4,0.0858582,198,198,0,1708,5350,0,676,1067,1414,198,31461,9138,45252,41933816,0,0,937,947
325,340461476,1000,7688,648,5322,1718,10374,10063,248892,297240,148620,2505,188,0,0,965,0,756,255,0,0,0,26475.5,0.0851224,188,188,0,1718,5322,1,647,1007,1310,188,30974,9112,44635,41673214,0,0,914,924
326,340461476,1000,7652,661,5270,1721,10392,10137,248460,309840,154920,2557,206,0,0,978,0,734,280,0,0,0,26907.5,0.089071,206,206,0,1721,5270,1,660,1024,1327,206,30733,9361,44416,42077300,0,0,945,953
327,340461476,1000,7600,658,5224,1718,10368,10092,248737,320040,160020,2648,201,0,0,954,0,749,257,0,0,0,26630.6,0.0868433,201,201,0,1718,5224,0,658,1037,1410,201,30369,9424,44050,42760405,0,0,933,943
328,340461476,1000,7603,668,5189,1746,10243,10192,249115,295640,147820,2474,191,0,0,975,0,709,263,0,0,0,26252.7,0.0832102,191,191,0,1746,5189,0,668,1010,1273,191,30260,9751,43911,43101846,0,0,975,975
329,340461476,1000,7641,655,5153,1833,10213,10148,248606,302440,151220,2558,207,0,0,1018,0,717,263,0,0,0,26761.7,0.0887994,207,207,0,1833,5153,0,655,1033,1318,207,29892,9638,43708,41519792,0,0,961,974
330,340461476,1000,7591,645,5167,1779,10320,10140,248587,321360,160680,2656,191,0,0,962,0,734,278,0,0,0,26780.8,0.088486,191,191,0,1779,5167,0,645,1076,1389,191,29490,9995,43450,42267826,0,0,967,958
331,340461476,1000,7534,648,5134,1752,10323,10166,248479,294280,147140,2475,188,0,0,914,0,719,252,0,0,0,26888.8,0.0833358,188,188,0,1752,5134,0,648,1017,1270,188,29100,10012,43105,42477684,0,0,961,952
332,340461476,1000,7578,648,5119,1811,10394,10186,248770,300440,150220,2454,179,0,0,984,0,686,254,0,0,0,26597.9,0.0913716,179,179,0,1811,5119,1,647,1013,1262,179,28645,9784,42765,41013001,0,0,964,975
333,340461476,1000,7509,636,5095,1778,10468,10237,249129,325400,162700,2670,207,0,0,929,0,704,294,0,0,0,26238.9,0.0885298,207,207,0,1778,5095,1,635,1065,1398,207,28154,9813,42292,40725381,0,0,952,956
334,340461476,1000,7491,637,5029,1825,10451,10329,248441,292320,146160,2469,194,0,0,997,0,760,255,0,0,0,26927,0.0806359,194,194,0,1825,5029,0,637,1045,1230,194,27390,9908,41333,40911184,0,0,943,954
335,340461476,1000,7470,635,4981,1854,10396,10373,248765,297800,148900,2547,178,0,0,968,0,710,279,0,0,0,26603,0.0921147,178,178,0,1854,4981,1,634,1078,1291,178,26922,10073,40886,41138594,0,0,932,945
336,340461476,1000,7426,623,4917,1886,10456,10464,248463,311240,155620,2569,208,0,0,964,0,729,279,0,0,0,26905,0.0893318,208,208,0,1886,4917,1,622,1054,1307,208,26168,9873,39960,39948762,0,0,914,941
337,340461476,1000,7495,653,4815,2027,10430,10337,248741,288520,144260,2422,196,0,0,1030,0,706,255,0,0,0,26627.1,0.0864446,196,196,0,2027,4815,1,652,1026,1200,196,25430,10305,39279,41891333,0,0,963,991
338,340461476,1000,7527,625,4828,2074,10488,10153,248772,297360,148680,2544,172,0,0,1017,0,724,261,0,0,0,26596.1,0.0922884,172,172,0,2074,4828,2,623,1114,1258,172,24966,10111,38835,41844311,0,0,900,969
339,340461476,1000,7557,634,4807,2116,10518,10053,248408,312880,156440,2604,220,0,0,1003,0,674,299,0,0,0,26960.1,0.0894407,220,220,0,2116,4807,1,633,1129,1255,220,24464,9993,38463,41127410,0,0,888,959
340,340461476,1000,7586,627,4815,2144,10482,9969,249270,291560,145780,2457,163,0,0,1007,0,724,254,0,0,0,26098.2,0.0861676,163,163,0,2144,4815,2,625,1126,1168,163,23805,9963,37928,40340798,0,0,879,951
341,340461476,1000,7615,614,4804,2197,10478,10008,248583,313840,156920,2600,191,0,0,997,0,688,280,0,0,0,26785.2,0.0895121,191,191,0,2197,4804,2,612,1172,1237,191,23206,9970,37384,40327795,0,0,858,934
342,340461476,1000,7550,594,4778,2178,10489,10081,248616,314240,157120,2591,202,0,0,949,0,740,274,0,0,0,26752.2,0.0853466,202,202,0,2178,4778,2,592,1153,1236,202,22635,9718,36803,39460657,0,0,832,929
343,340461476,1000,7547,603,4729,2215,10418,10153,248697,293280,146640,2450,148,0,0,958,0,714,247,0,0,0,26671.3,0.0851331,148,148,0,2215,4729,3,600,1109,1193,148,21939,9795,35968,40131439,0,0,828,927
344,340461476,1000,7496,602,4748,2146,10420,10198,249208,317800,158900,2577,190,0,0,904,0,685,270,0,0,0,26160.3,0.0909413,190,190,0,2146,4748,4,598,1153,1234,190,21740,9726,36033,39177231,0,0,827,924
345,340461476,1000,7532,586,4702,2244,10433,10250,248758,314360,157180,2529,199,0,0,978,0,702,240,0,0,0,26610.3,0.0823168,199,199,0,2244,4702,4,582,1116,1214,199,21305,9419,35614,37971378,0,0,796,891
346,340461476,1000,7589,606,4642,2341,10399,10192,248785,301920,150960,2507,159,0,0,1014,0,705,252,0,0,0,26583.3,0.0846492,159,159,0,2341,4642,5,601,1165,1183,159,20774,9547,34857,38717607,0,0,822,920
347,340461476,1000,7633,615,4618,2400,10413,10081,249202,309720,154860,2588,188,0,0,1014,0,722,248,0,0,0,26166.4,0.0880476,188,188,0,2400,4618,6,609,1208,1192,188,20338,9520,34345,39026086,0,0,834,939
348,340461476,1000,7601,617,4544,2440,10382,10102,248809,305960,152980,2579,201,0,0,983,0,753,262,0,0,0,26559.4,0.084484,201,201,0,2440,4544,5,612,1222,1156,201,19651,9047,33461,38192705,0,0,811,913
349,340461476,1000,7624,609,4530,2485,10382,10149,248910,303200,151600,2515,161,0,0,1001,0,713,265,0,0,0,26458.4,0.0868068,161,161,0,2485,4530,6,603,1216,1138,161,19254,8918,33046,38124291,0,0,779,893
350,340461476,1000,7576,610,4457,2509,10399,10253,248885,317960,158980,2594,194,0,0,952,0,743,257,0,0,0,26483.5,0.087264,194,194,0,2509,4457,7,603,1234,1166,194,18839,8630,32592,37346048,0,0,773,886
351,340461476,1000,7623,592,4439,2592,10357,10378,248737,317280,158640,2580,185,0,0,1030,0,727,256,0,0,0,26631.5,0.0832918,185,185,0,2592,4439,9,583,1239,1156,185,18247,8425,31932,36272408,0,0,758,870
352,340461476,1000,7587,578,4416,2593,10364,10361,248879,303400,151700,2542,165,0,0,976,0,734,278,0,0,0,26489.5,0.0839369,165,165,0,2593,4416,9,569,1282,1095,165,17727,8016,31576,34751886,0,0,718,832
353,340461476,1000,7627,576,4400,2651,10404,10310,248544,315680,157840,2571,180,0,0,1011,0,712,259,0,0,0,26824.6,0.0873089,180,180,0,2651,4400,8,568,1262,1129,180,17419,7754,31235,34132363,0,0,695,826
354,340461476,1000,7680,579,4392,2709,10433,10329,248641,314480,157240,2576,182,0,0,1032,0,716,263,0,0,0,26727.6,0.0849739,182,182,0,2709,4392,7,572,1253,1141,182,17116,7493,30975,33827740,0,0,684,820
355,340461476,1000,7654,568,4405,2681,10513,10187,248431,304560,152280,2553,147,0,0,1001,0,737,290,0,0,0,26937.6,0.0849898,147,147,0,2681,4405,9,559,1323,1083,147,16726,7300,30483,33772397,0,0,665,795
356,340461476,1000,7631,554,4418,2659,10520,10121,248940,319080,159540,2606,188,0,0,989,0,726,286,0,0,0,26428.7,0.0884477,188,188,0,2659,4418,10,544,1291,1127,188,16537,6702,30414,31693725,0,0,644,774
357,340461476,1000,7619,573,4336,2710,10512,10168,248702,318160,159080,2594,176,0,0,984,0,682,314,0,0,0,26666.7,0.0828277,176,176,0,2710,4336,15,558,1291,1127,176,16081,6719,29818,32400364,0,0,650,795
358,340461476,1000,7654,559,4376,2719,10536,10088,248837,306640,153320,2531,140,0,0,1000,0,704,261,0,0,0,26531.7,0.0838153,140,140,0,2719,4376,19,540,1313,1078,140,15725,6598,29508,32192090,0,0,625,767
359,340461476,1000,7610,528,4401,2681,10498,10260,248659,322480,161240,2617,190,0,0,959,0,719,284,0,0,0,26709.8,0.086524,190,190,0,2681,4401,18,510,1282,1145,190,15602,6209,29384,29824164,0,0,595,730
360,340461476,1000,7537,499,4432,2606,10472,10324,248797,315320,157660,2542,175,0,0,959,0,770,262,0,0,0,26571.8,0.0828261,175,175,0,2606,4432,14,485,1297,1070,175,15489,5682,29225,27976529,0,0,572,672
361,340461476,1000,7527,503,4444,2580,10430,10361,248687,309920,154960,2523,132,0,0,979,0,739,250,0,0,0,26681.8,0.0842692,132,132,0,2580,4444,15,488,1276,1115,132,15530,5373,29206,27838017,0,0,570,663
362,340461476,1000,7500,516,4453,2531,10398,10540,248493,312600,156300,2555,161,0,0,934,0,701,260,0,0,0,26875.8,0.0860924,161,161,0,2531,4453,17,499,1247,1147,161,15719,5272,29620,27326605,0,0,555,685
363,340461476,1000,7678,531,4481,2666,10437,10353,249001,310160,155080,2509,164,0,0,1076,0,661,237,0,0,0,26367.8,0.0859749,164,164,0,2666,4481,14,517,1229,1116,164,15837,5420,29970,27958187,0,0,548,691
364,340461476,1000,7732,546,4573,2613,10473,10344,248571,314400,157200,2639,158,0,0,1036,0,729,253,0,0,0,26797.8,0.0850134,158,158,0,2613,4573,18,528,1333,1148,158,16166,5554,30671,29013728,0,0,582,703
